"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"640","007570","일양약품","KOSPI","의약품",34000,300,0.89,648912576000
"641","007575","일양약품우","KOSPI","의약품",32100,500,1.58,14287068000
"642","008500","일정실업","KOSPI","섬유의복",15750,200,1.29,1.89e+10
"643","081000","일진다이아","KOSPI","화학",40300,200,0.5,572379892500
"644","020760","일진디스플","KOSPI","전기전자",4330,-70,-1.59,149247678380
"645","020150","일진머티리얼즈","KOSPI","전기전자",66900,2900,4.53,3084814861500
"646","103590","일진전기","KOSPI","전기전자",3825,75,2,141832491750
"647","015860","일진홀딩스","KOSPI","기타금융",5040,45,0.9,248711314320
"648","226320","잇츠한불","KOSPI","화학",27050,150,0.56,593187970750
"649","317400","자이에스앤디","KOSPI","서비스업",10950,50,0.46,293268594000
"650","033240","자화전자","KOSPI","전기전자",16750,-400,-2.33,2.99825e+11
"651","000950","전방","KOSPI","섬유의복",40950,2600,6.78,6.8796e+10
"652","348950","제이알글로벌리츠","KOSPI","서비스업",5300,60,1.15,8.7768e+11
"653","194370","제이에스코퍼레이션","KOSPI","기타제조업",21000,3100,17.32,280047621000
"654","025620","제이준코스메틱","KOSPI","화학",1610,5,0.31,59424182300
"655","036420","제이콘텐트리","KOSPI","서비스업",52700,1900,3.74,863493241700
"656","030000","제일기획","KOSPI","서비스업",21350,250,1.18,2456130153750
"657","271980","제일약품","KOSPI","의약품",40400,300,0.75,594076828800
"658","001560","제일연마","KOSPI","비금속광물",7800,230,3.04,7.8e+10
"659","002620","제일파마홀딩스","KOSPI","서비스업",18450,-100,-0.54,294708399750
"660","006220","제주은행","KOSPI","은행",7810,10,0.13,250925724940
"661","089590","제주항공","KOSPI","운수창고업",23900,350,1.49,920140798500
"662","004910","조광페인트","KOSPI","화학",6900,280,4.23,8.832e+10
"663","004700","조광피혁","KOSPI","기타제조업",55700,-900,-1.59,370356986600
"664","001550","조비","KOSPI","화학",21200,50,0.24,110075466800
"665","000480","조선내화","KOSPI","비금속광물",79300,0,0,3.172e+11
"666","120030","조선선재","KOSPI","기계",115000,4000,3.6,144629865000
"667","018470","조일알미늄","KOSPI","철강금속",597,-1,-0.17,51662287515
"668","002600","조흥","KOSPI","음식료품",177500,-2000,-1.11,1.065e+11
"669","185750","종근당","KOSPI","의약품",137000,2500,1.86,1565375563000
"670","063160","종근당바이오","KOSPI","의약품",56900,1000,1.79,312151237800
"671","001630","종근당홀딩스","KOSPI","의약품",102500,1500,1.49,513510752500
"672","044380","주연테크","KOSPI","전기전자",1065,35,3.4,58161874785
"673","013890","지누스","KOSPI","기타제조업",81600,700,0.87,1175590718400
"674","013870","지엠비코리아","KOSPI","운수장비",7240,0,0,138083307200
"675","071320","지역난방공사","KOSPI","전기가스업",37850,300,0.8,438255460400
"676","010580","지코","KOSPI","운수장비",306,0,0,19761980616
"677","035000","지투알","KOSPI","서비스업",5570,50,0.91,92280468130
"678","088790","진도","KOSPI","유통업",5100,-120,-2.3,63483494400
"679","003780","진양산업","KOSPI","화학",9500,200,2.15,1.235e+11
"680","010640","진양폴리","KOSPI","화학",4360,-90,-2.02,4.36e+10
"681","100250","진양홀딩스","KOSPI","화학",2960,-60,-1.99,165450064320
"682","051630","진양화학","KOSPI","화학",6830,460,7.22,8.196e+10
"683","272450","진에어","KOSPI","운수창고업",20350,100,0.49,9.1575e+11
"684","011000","진원생명과학","KOSPI","의약품",12100,200,1.68,541729196800
"685","002780","진흥기업","KOSPI","건설업",3850,-115,-2.9,560066218250
"686","002787","진흥기업2우B","KOSPI","건설업",13000,350,2.77,3832504000
"687","002785","진흥기업우B","KOSPI","건설업",8020,1220,17.94,6874888360
"688","009310","참엔지니어링","KOSPI","기계",1645,50,3.13,91207061190
"689","000650","천일고속","KOSPI","운수창고업",64400,200,0.31,92041768000
"690","033250","체시스","KOSPI","운수장비",1545,10,0.65,4.944e+10
"691","035720","카카오","KOSPI","서비스업",495000,10000,2.06,43929622440000
"692","006380","카프로","KOSPI","화학",3765,45,1.21,1.506e+11
"693","109070","컨버즈","KOSPI","종이목재",4100,0,0,53879690800
"694","001620","케이비아이동국실업","KOSPI","운수장비",891,3,0.34,58843486152
"695","029460","케이씨","KOSPI","의료정밀",26650,-150,-0.56,361215272600
"696","344820","케이씨씨글라스","KOSPI","비금속광물",48300,-900,-1.83,771375729600
"697","281820","케이씨텍","KOSPI","의료정밀",26750,-300,-1.11,558046623000
"698","145270","케이탑리츠","KOSPI","서비스업",1415,35,2.54,65407139705
"699","357120","코람코에너지리츠","KOSPI","서비스업",5020,60,1.21,349492400000
"700","007815","코리아써우","KOSPI","전기전자",5930,-170,-2.79,17580611700
"701","007810","코리아써키트","KOSPI","전기전자",12450,-150,-1.19,294078349950
"702","00781K","코리아써키트2우B","KOSPI","전기전자",6400,0,0,5015673600
"703","003690","코리안리","KOSPI","보험",8420,70,0.84,1013507956720
"704","192820","코스맥스","KOSPI","화학",124500,1000,0.81,1251163870500
"705","044820","코스맥스비티아이","KOSPI","기타금융",15750,0,0,151261755750
"706","005070","코스모신소재","KOSPI","화학",18800,-100,-0.53,549861742000
"707","005420","코스모화학","KOSPI","화학",10650,-100,-0.93,289076411250
"708","071950","코아스","KOSPI","기타제조업",1180,5,0.43,36470507800
"709","002020","코오롱","KOSPI","기타금융",23550,250,1.07,297352332300
"710","003070","코오롱글로벌","KOSPI","건설업",20650,850,4.29,520595544700
"711","003075","코오롱글로벌우","KOSPI","건설업",25950,300,1.17,8117237850
"712","144620","코오롱머티리얼","KOSPI","화학",3090,0,0,212155182150
"713","002025","코오롱우","KOSPI","기타금융",13850,-50,-0.36,14908001500
"714","120110","코오롱인더","KOSPI","화학",62700,100,0.16,1691573268000
"715","120115","코오롱인더우","KOSPI","화학",27000,-200,-0.74,74732220000
"716","138490","코오롱플라스틱","KOSPI","화학",6250,0,0,2.375e+11
"717","021240","코웨이","KOSPI","서비스업",65300,0,0,4819115120700
"718","031820","콤텍시스템","KOSPI","서비스업",1480,15,1.02,100420169680
"719","192400","쿠쿠홀딩스","KOSPI","기타금융",122500,1000,0.82,871273532500
"720","284740","쿠쿠홈시스","KOSPI","서비스업",43150,-200,-0.46,968170789500
"721","015590","큐로","KOSPI","기계",638,-10,-1.54,144961025044
"722","264900","크라운제과","KOSPI","음식료품",10000,20,0.2,125238500000
"723","26490K","크라운제과우","KOSPI","음식료품",10350,-200,-1.9,8006346000
"724","005740","크라운해태홀딩스","KOSPI","기타금융",9620,-40,-0.41,142831478140
"725","005745","크라운해태홀딩스우","KOSPI","기타금융",14500,250,1.75,8710527000
"726","020120","키다리스튜디오","KOSPI","서비스업",13450,600,4.67,438306340400
"727","039490","키움증권","KOSPI","증권",127000,-500,-0.39,3301763272000
"728","012170","키위미디어그룹","KOSPI","서비스업",1105,0,0,68534900070
"729","014580","태경비케이","KOSPI","비금속광물",4450,-45,-1,122744795000
"730","015890","태경산업","KOSPI","화학",6120,-160,-2.55,178879950000
"731","006890","태경케미컬","KOSPI","화학",14150,50,0.35,1.6414e+11
"732","003240","태광산업","KOSPI","화학",931000,-15000,-1.59,1036575400000
"733","011280","태림포장","KOSPI","종이목재",5100,30,0.59,361110294000
"734","004100","태양금속","KOSPI","운수장비",1545,-80,-4.92,56701500000
"735","004105","태양금속우","KOSPI","운수장비",2990,50,1.7,9.867e+09
"736","009410","태영건설","KOSPI","건설업",12500,100,0.81,486238725000
"737","009415","태영건설우","KOSPI","건설업",12000,250,2.13,15625704000
"738","001420","태원물산","KOSPI","운수장비",4055,-5,-0.12,3.0818e+10
"739","007980","태평양물산","KOSPI","섬유의복",1825,-25,-1.35,87872996275
"740","055490","테이팩스","KOSPI","화학",51800,4300,9.05,244374270000
"741","078000","텔코웨어","KOSPI","서비스업",11550,200,1.76,112066254300
"742","214420","토니모리","KOSPI","화학",8080,40,0.5,142531200000
"743","019180","티에이치엔","KOSPI","전기전자",3060,-80,-2.55,5.508e+10
"744","363280","티와이홀딩스","KOSPI","기타금융",24650,250,1.02,990230309750
"745","36328K","티와이홀딩스우","KOSPI","기타금융",21300,50,0.24,26738699400
"746","091810","티웨이항공","KOSPI","운수창고업",2820,-5,-0.18,311131386780
"747","004870","티웨이홀딩스","KOSPI","비금속광물",1415,5,0.35,108514901040
"748","005690","파미셀","KOSPI","의약품",15550,0,0,932361672500
"749","036580","팜스코","KOSPI","음식료품",7180,20,0.28,263706630740
"750","028670","팬오션","KOSPI","운수창고업",6830,270,4.12,3651109766960
"751","010820","퍼스텍","KOSPI","기계",2645,195,7.96,127122561700
"752","016800","퍼시스","KOSPI","기타제조업",29450,0,0,3.38675e+11
"753","001020","페이퍼코리아","KOSPI","종이목재",2260,5,0.22,84756165280
"754","090080","평화산업","KOSPI","운수장비",1105,0,0,60666996195
"755","010770","평화홀딩스","KOSPI","운수장비",3635,-40,-1.09,53163568910
"756","058430","포스코강판","KOSPI","철강금속",30050,-450,-1.48,1.803e+11
"757","047050","포스코인터내셔널","KOSPI","유통업",20450,-500,-2.39,2523021797050
"758","003670","포스코케미칼","KOSPI","비금속광물",146000,-500,-0.34,11309630120000
"759","007630","폴루스바이오팜","KOSPI","유통업",1225,0,0,55134426375
"760","017810","풀무원","KOSPI","음식료품",16950,50,0.3,646143136050
"761","103140","풍산","KOSPI","철강금속",32550,650,2.04,912190248900
"762","005810","풍산홀딩스","KOSPI","기타금융",22550,400,1.81,234734856400
"763","950210","프레스티지바이오파마","KOSPI","서비스업",30300,-200,-0.66,1820913496500
"764","033180","필룩스","KOSPI","전기전자",3795,-20,-0.52,354583699800
"765","086790","하나금융지주","KOSPI","기타금융",40750,0,0,12234864026500
"766","293480","하나제약","KOSPI","의약품",24350,300,1.25,3.9447e+11
"767","039130","하나투어","KOSPI","서비스업",67500,100,0.15,940894987500
"768","172580","하이골드12호","KOSPI","서비스업",2130,15,0.71,27784785000
"769","153360","하이골드3호","KOSPI","서비스업",1320,0,0,21317722800
"770","071090","하이스틸","KOSPI","철강금속",29300,1300,4.64,58598359200
"771","019490","하이트론","KOSPI","전기전자",9940,-30,-0.3,66744754160
"772","000080","하이트진로","KOSPI","음식료품",38250,-150,-0.39,2682610620750
"773","000087","하이트진로2우B","KOSPI","음식료품",20200,-100,-0.49,22828787600
"774","000140","하이트진로홀딩스","KOSPI","기타금융",15800,-100,-0.63,366666887000
"775","000145","하이트진로홀딩스우","KOSPI","기타금융",15200,50,0.33,7156312000
"776","152550","한국ANKOR유전","KOSPI","기타금융",1670,5,0.3,116933400000
"777","036460","한국가스공사","KOSPI","전기가스업",32800,150,0.46,3027866400000
"778","005430","한국공항","KOSPI","운수창고업",40500,-500,-1.22,128237377500
"779","071050","한국금융지주","KOSPI","기타금융",86800,500,0.58,4837016105600
"780","071055","한국금융지주우","KOSPI","기타금융",63400,200,0.32,371413113400
"781","010040","한국내화","KOSPI","비금속광물",4020,-50,-1.23,91911800640
"782","025540","한국단자","KOSPI","전기전자",71200,600,0.85,7.41548e+11
"783","004090","한국석유","KOSPI","비금속광물",248500,2500,1.02,162817200000
"784","002200","한국수출포장","KOSPI","종이목재",23600,0,0,9.44e+10
"785","002960","한국쉘석유","KOSPI","화학",248000,0,0,3.224e+11
"786","000240","한국앤컴퍼니","KOSPI","기타금융",18750,800,4.46,1744128243750
"787","123890","한국자산신탁","KOSPI","기타금융",4170,130,3.22,516987225840
"788","015760","한국전력","KOSPI","전기가스업",23250,150,0.65,14925664790250
"789","006200","한국전자홀딩스","KOSPI","기타금융",1585,95,6.38,74182970560
"790","009540","한국조선해양","KOSPI","운수장비",132000,13500,11.39,9342051312000
"791","023350","한국종합기술","KOSPI","서비스업",6690,0,0,73255500000
"792","025890","한국주강","KOSPI","기계",1870,65,3.6,21148314330
"793","000970","한국주철관","KOSPI","철강금속",8980,-30,-0.33,204748490000
"794","104700","한국철강","KOSPI","철강금속",9760,300,3.17,4.49448e+11
"795","017960","한국카본","KOSPI","기계",12350,850,7.39,542915348950
"796","161890","한국콜마","KOSPI","화학",57100,200,0.35,1306515378000
"797","024720","한국콜마홀딩스","KOSPI","기타금융",29100,50,0.17,540582522900
"798","161390","한국타이어앤테크놀로지","KOSPI","화학",45800,100,0.22,5673478160200
"799","034830","한국토지신탁","KOSPI","기타금융",2185,90,4.3,551688967550
"800","007280","한국특수형강","KOSPI","철강금속",1940,10,0.52,103290403440
"801","168490","한국패러랠","KOSPI","기타금융",1960,0,0,156839200000
"802","010100","한국프랜지","KOSPI","운수장비",3035,35,1.17,92417024700
"803","047810","한국항공우주","KOSPI","운수장비",37400,900,2.47,3645569001800
"804","123690","한국화장품","KOSPI","유통업",11950,-50,-0.42,192012600000
"805","003350","한국화장품제조","KOSPI","화학",35350,-50,-0.14,160206200000
"806","011500","한농화성","KOSPI","화학",16650,-400,-2.35,260356749300
"807","002390","한독","KOSPI","의약품",27350,50,0.18,376432627550
"808","014790","한라","KOSPI","건설업",5120,60,1.19,199039703040
"809","060980","한라홀딩스","KOSPI","기타금융",40300,0,0,422024421000
"810","053690","한미글로벌","KOSPI","서비스업",10750,650,6.44,117793662500
"811","042700","한미반도체","KOSPI","기계",24100,-200,-0.82,1191983035700
"812","008930","한미사이언스","KOSPI","기타금융",58700,-400,-0.68,3950780665700
"813","128940","한미약품","KOSPI","의약품",317000,-1500,-0.47,3828815394000
"814","009240","한샘","KOSPI","유통업",114000,7500,7.04,2682867792000
"815","020000","한섬","KOSPI","섬유의복",41750,0,0,1028302500000
"816","003680","한성기업","KOSPI","음식료품",7880,-30,-0.38,48930978200
"817","105630","한세실업","KOSPI","섬유의복",20950,-900,-4.12,8.38e+11
"818","069640","한세엠케이","KOSPI","유통업",3625,-50,-1.36,46796292250
"819","016450","한세예스24홀딩스","KOSPI","섬유의복",8040,250,3.21,3.216e+11
"820","010420","한솔PNS","KOSPI","유통업",1970,0,0,40371233640
"821","009180","한솔로지스틱스","KOSPI","운수창고업",3490,205,6.24,95896213250
"822","213500","한솔제지","KOSPI","종이목재",14000,-100,-0.71,333208064000
"823","014680","한솔케미칼","KOSPI","화학",243500,5500,2.31,2760119982500
"824","004710","한솔테크닉스","KOSPI","전기전자",10150,0,0,325915261700
"825","004150","한솔홀딩스","KOSPI","기타금융",3745,30,0.81,157322120865
"826","025750","한솔홈데코","KOSPI","종이목재",2020,20,1,162741600980
"827","004960","한신공영","KOSPI","건설업",19200,200,1.05,222157478400
"828","011700","한신기계","KOSPI","기계",1880,10,0.53,60998763880
"829","001750","한양증권","KOSPI","증권",10500,0,0,133649607000
"830","001755","한양증권우","KOSPI","증권",16600,750,4.73,8.715e+09
"831","018880","한온시스템","KOSPI","기계",18750,1200,6.84,1.000875e+13
"832","009420","한올바이오파마","KOSPI","의약품",22950,200,0.88,1198922642100
"833","014130","한익스프레스","KOSPI","운수창고업",6220,260,4.36,7.464e+10
"834","300720","한일시멘트","KOSPI","비금속광물",141000,8500,6.42,976587714000
"835","002220","한일철강","KOSPI","철강금속",2305,50,2.22,60845868700
"836","006390","한일현대시멘트","KOSPI","비금속광물",41450,1500,3.75,697242470500
"837","003300","한일홀딩스","KOSPI","비금속광물",12150,400,3.4,350111727000
"838","051600","한전KPS","KOSPI","건설업",29250,750,2.63,1.31625e+12
"839","052690","한전기술","KOSPI","서비스업",20800,250,1.22,7.94976e+11
"840","130660","한전산업","KOSPI","서비스업",4690,0,0,1.52894e+11
"841","002320","한진","KOSPI","운수창고업",43650,450,1.04,652463962200
"842","097230","한진중공업","KOSPI","건설업",7190,230,3.3,598742080390
"843","003480","한진중공업홀딩스","KOSPI","전기가스업",3815,10,0.26,112656232780
"844","180640","한진칼","KOSPI","운수창고업",58600,400,0.69,3882991524400
"845","18064K","한진칼우","KOSPI","운수창고업",40150,-400,-0.99,21551154900
"846","005110","한창","KOSPI","유통업",1240,35,2.9,82819933560
"847","009460","한창제지","KOSPI","종이목재",2325,-15,-0.64,138726904950
"848","000880","한화","KOSPI","화학",30200,800,2.72,2263753797000
"849","00088K","한화3우B","KOSPI","화학",14050,250,1.81,315731600000
"850","088350","한화생명","KOSPI","보험",3035,50,1.68,2635988550000
"851","000370","한화손해보험","KOSPI","보험",4870,10,0.21,568518516050
"852","009830","한화솔루션","KOSPI","화학",47700,-300,-0.63,9123984306900
"853","009835","한화솔루션우","KOSPI","화학",58800,300,0.51,66075735600
"854","272210","한화시스템","KOSPI","전기전자",20200,1100,5.76,2226653857800
"855","012450","한화에어로스페이스","KOSPI","운수장비",40000,900,2.3,2.0252e+12
"856","000885","한화우","KOSPI","화학",38900,1050,2.77,18644536600
"857","003530","한화투자증권","KOSPI","증권",2980,110,3.83,639352369500
"858","003535","한화투자증권우","KOSPI","증권",4570,315,7.4,2.1936e+10
"859","195870","해성디에스","KOSPI","전기전자",31750,-700,-2.16,5.3975e+11
"860","101530","해태제과식품","KOSPI","음식료품",8230,0,0,239631445060
"861","143210","핸즈코퍼레이션","KOSPI","운수장비",6810,-130,-1.87,148888855080
"862","000720","현대건설","KOSPI","건설업",44050,400,0.92,4905221448250
"863","267270","현대건설기계","KOSPI","기계",50800,-1400,-2.68,1000800284400
"864","000725","현대건설우","KOSPI","건설업",175000,2500,1.45,17299800000
"865","005440","현대그린푸드","KOSPI","유통업",10400,0,0,1016126612800
"866","086280","현대글로비스","KOSPI","운수창고업",196500,6000,3.15,7.36875e+12
"867","064350","현대로템","KOSPI","운수장비",20550,400,1.99,2242874121150
"868","079430","현대리바트","KOSPI","기타제조업",17900,650,3.77,367581547800
"869","012330","현대모비스","KOSPI","운수장비",283500,-1000,-0.35,26873842149000
"870","010620","현대미포조선","KOSPI","운수장비",63700,5900,10.21,2544314891300
"871","069960","현대백화점","KOSPI","유통업",89000,2000,2.3,2082817249000
"872","004560","현대비앤지스틸","KOSPI","철강금속",17750,300,1.72,267648895250
"873","004565","현대비앤지스틸우","KOSPI","철강금속",90500,-600,-0.66,9941606000
"874","011760","현대상사","KOSPI","유통업",19400,150,0.78,256641940400
"875","004310","현대약품","KOSPI","의약품",7820,10,0.13,2.5024e+11
"876","322000","현대에너지솔루션","KOSPI","전기전자",35550,50,0.14,3.9816e+11
"877","017800","현대엘리베이","KOSPI","기계",45300,1250,2.84,1848928152300
"878","307950","현대오토에버","KOSPI","서비스업",125000,4500,3.73,2.625e+12
"879","011210","현대위아","KOSPI","운수장비",77800,-700,-0.89,2115777457400
"880","267260","현대일렉트릭","KOSPI","전기전자",20150,-100,-0.49,726349770250
"881","004020","현대제철","KOSPI","철강금속",46400,1800,4.04,6191884424000
"882","267250","현대중공업지주","KOSPI","화학",291000,20000,7.38,4597397547000
"883","005380","현대차","KOSPI","운수장비",215500,-2500,-1.15,46045494298500
"884","005387","현대차2우B","KOSPI","운수장비",97700,400,0.41,3564628562700
"885","005389","현대차3우B","KOSPI","운수장비",93800,300,0.32,227815343000
"886","005385","현대차우","KOSPI","운수장비",98900,100,0.1,2408876146500
"887","001500","현대차증권","KOSPI","증권",12400,150,1.22,372584164000
"888","227840","현대코퍼레이션홀딩스","KOSPI","유통업",14350,-350,-2.38,130596996600
"889","126560","현대퓨처넷","KOSPI","서비스업",4860,-240,-4.71,548580256560
"890","001450","현대해상","KOSPI","보험",23500,-250,-1.05,2.1009e+12
"891","057050","현대홈쇼핑","KOSPI","유통업",80000,-300,-0.37,9.6e+11
"892","093240","형지엘리트","KOSPI","섬유의복",3825,-165,-4.14,119167102350
"893","003010","혜인","KOSPI","유통업",7590,-20,-0.26,96489749730
"894","111110","호전실업","KOSPI","섬유의복",10450,200,1.95,8.36e+10
"895","008770","호텔신라","KOSPI","유통업",87200,-200,-0.23,3422436151200
"896","008775","호텔신라우","KOSPI","유통업",83800,200,0.24,63007460200
"897","002460","화성산업","KOSPI","건설업",12000,250,2.13,149409600000
"898","378850","화승알앤에이","KOSPI","운수장비",5230,-230,-4.21,99336648290
"899","241590","화승엔터프라이즈","KOSPI","기타제조업",17100,500,3.01,1035326938500
"900","006060","화승인더","KOSPI","화학",7700,10,0.13,4.25964e+11
"901","013520","화승코퍼레이션","KOSPI","운수장비",1785,-25,-1.38,89341484820
"902","010690","화신","KOSPI","운수장비",5000,35,0.7,174602050000
"903","133820","화인베스틸","KOSPI","철강금속",2605,80,3.17,76977750000
"904","010660","화천기계","KOSPI","기계",2435,-30,-1.22,5.357e+10
"905","000850","화천기공","KOSPI","기계",32850,50,0.15,7.227e+10
"906","016580","환인제약","KOSPI","의약품",18250,0,0,339451277500
"907","032560","황금에스티","KOSPI","철강금속",8340,40,0.48,1.1676e+11
"908","004800","효성","KOSPI","기타금융",87400,2800,3.31,1841607585000
"909","094280","효성ITX","KOSPI","서비스업",19250,50,0.26,222495350000
"910","298040","효성중공업","KOSPI","전기전자",76900,2600,3.5,717057741200
"911","298050","효성첨단소재","KOSPI","화학",415000,34000,8.92,1859178420000
"912","298020","효성티앤씨","KOSPI","화학",611000,20000,3.38,2644213702000
"913","298000","효성화학","KOSPI","화학",343000,6500,1.93,1094213218000
"914","093370","후성","KOSPI","화학",10700,50,0.47,990892963300
"915","081660","휠라홀딩스","KOSPI","유통업",44650,650,1.48,2712586712300
"916","005870","휴니드","KOSPI","전기전자",8280,1360,19.65,116880604200
"917","079980","휴비스","KOSPI","화학",8720,-80,-0.91,3.0084e+11
"918","005010","휴스틸","KOSPI","철강금속",9750,-130,-1.32,74311263000
"919","069260","휴켐스","KOSPI","화학",24600,-100,-0.4,1005613264800
"920","000540","흥국화재","KOSPI","보험",3920,-5,-0.13,251831168400
"921","000547","흥국화재2우B","KOSPI","보험",20350,350,1.75,3125760000
"922","000545","흥국화재우","KOSPI","보험",8100,60,0.75,6220800000
"923","003280","흥아해운","KOSPI","운수창고업",258,0,0,30117000222
"924","060310","3S","KOSDAQ","기계·장비",2410,-55,-2.23,108960666950
"925","054620","APS홀딩스","KOSDAQ","금융",9050,520,6.1,184567700050
"926","265520","AP시스템","KOSDAQ","반도체",29100,-250,-0.85,421374605700
"927","211270","AP위성","KOSDAQ","통신장비",16150,200,1.25,243256209600
"928","035760","CJ ENM","KOSDAQ","방송서비스",141400,-800,-0.56,3100782375600
"929","051500","CJ프레시웨이","KOSDAQ","유통",24300,-350,-1.42,288479539800
"930","058820","CMG제약","KOSDAQ","제약",4455,15,0.34,618764947020
"931","023460","CNH","KOSDAQ","금융",2825,-45,-1.57,1.0509e+11
"932","056000","COWON","KOSDAQ","디지털컨텐츠",2860,0,0,56399843500
"933","065770","CS","KOSDAQ","통신장비",2740,175,6.82,51608311000
"934","083660","CSA 코스믹","KOSDAQ","화학",2000,-190,-8.68,74144090000
"935","367340","DB금융스팩8호","KOSDAQ","금융",2085,10,0.48,12614250000
"936","367360","DB금융스팩9호","KOSDAQ","금융",2030,0,0,9825200000
"937","068790","DMS","KOSDAQ","기계·장비",8300,140,1.72,203956406300
"938","241520","DSC인베스트먼트","KOSDAQ","금융",5410,50,0.93,149737260470
"939","245620","EDGC","KOSDAQ","기타서비스",4930,30,0.61,211667237830
"940","037370","EG","KOSDAQ","유통",11650,-150,-1.27,8.7375e+10
"941","079190","EMW","KOSDAQ","통신장비",2780,0,0,88360067660
"942","130500","GH신소재","KOSDAQ","섬유·의류",6320,-80,-1.25,6.952e+10
"943","900290","GRT","KOSDAQ","금융",951,0,0,64073625000
"944","083450","GST","KOSDAQ","반도체",22400,-550,-2.4,208717488000
"945","028150","GS홈쇼핑","KOSDAQ","방송서비스",150000,-1000,-0.66,9.84375e+11
"946","045890","GV","KOSDAQ","일반전기전자",240,0,0,20823884880
"947","078150","HB테크놀러지","KOSDAQ","기계·장비",3160,10,0.32,249609746160
"948","036640","HRS","KOSDAQ","화학",5370,80,1.51,87825276000
"949","335870","IBKS제12호스팩","KOSDAQ","금융",2170,10,0.46,6770400000
"950","351340","IBKS제13호스팩","KOSDAQ","금융",2100,5,0.24,1.0857e+10
"951","351320","IBKS제14호스팩","KOSDAQ","금융",2100,5,0.24,9.093e+09
"952","373200","IBKS제15호스팩","KOSDAQ","금융",2090,20,0.97,7356800000
"953","095340","ISC","KOSDAQ","반도체",22050,-350,-1.56,357744668400
"954","099520","ITX-AI","KOSDAQ","통신장비",1285,0,0,37652662655
"955","950170","JTC","KOSDAQ","유통",5130,30,0.59,179578302210
"956","067290","JW신약","KOSDAQ","제약",5130,270,5.56,225396081540
"957","035900","JYP Ent.","KOSDAQ","오락·문화",35700,-800,-2.19,1267260464400
"958","024840","KBI메탈","KOSDAQ","금속",2170,-55,-2.47,71503340160
"959","024120","KB오토시스","KOSDAQ","운송장비·부품",9730,60,0.62,1.11895e+11
"960","021320","KCC건설","KOSDAQ","건설",8900,320,3.73,1.9046e+11
"961","036670","KCI","KOSDAQ","화학",9310,110,1.2,104923700000
"962","044180","KD","KOSDAQ","건설",1140,-15,-1.3,18838910400
"963","151860","KG ETS","KOSDAQ","기타서비스",6020,-40,-0.66,2.1672e+11
"964","046440","KG모빌리언스","KOSDAQ","소프트웨어",9680,-80,-0.82,375831498240
"965","035600","KG이니시스","KOSDAQ","소프트웨어",19200,200,1.05,535765132800
"966","060720","KH바텍","KOSDAQ","IT부품",22650,50,0.22,536213902950
"967","122450","KMH","KOSDAQ","방송서비스",12450,450,3.75,564432751800
"968","052900","KMH하이텍","KOSDAQ","반도체",1995,-45,-2.21,93536570505
"969","058400","KNN","KOSDAQ","방송서비스",2060,5,0.24,272805223200
"970","114450","KPX생명과학","KOSDAQ","제약",8500,-240,-2.75,1.275e+11
"971","036030","KTH","KOSDAQ","유통",11900,-650,-5.18,425008761800
"972","060370","KT서브마린","KOSDAQ","건설",6080,250,4.29,1.33152e+11
"973","065150","MP그룹","KOSDAQ","유통",895,0,0,111370196730
"974","219550","MP한강","KOSDAQ","유통",1050,0,0,83819257200
"975","160550","NEW","KOSDAQ","오락·문화",13550,250,1.88,378127736300
"976","053290","NE능률","KOSDAQ","출판·매체복제",11400,100,0.88,188399899800
"977","104200","NHN벅스","KOSDAQ","디지털컨텐츠",7150,100,1.42,106016982500
"978","060250","NHN한국사이버결제","KOSDAQ","소프트웨어",51500,800,1.58,1183026739500
"979","030190","NICE평가정보","KOSDAQ","기타서비스",24950,350,1.42,1514834759000
"980","078590","OQP","KOSDAQ","운송장비·부품",3890,0,0,306238837930
"981","178920","PI첨단소재","KOSDAQ","화학",46000,-250,-0.54,1350850812000
"982","024940","PN풍년","KOSDAQ","금속",4775,160,3.47,4.775e+10
"983","218410","RFHIC","KOSDAQ","일반전기전자",38950,850,2.23,928864799000
"984","091340","S&K폴리텍","KOSDAQ","IT부품",5110,10,0.2,59806014310
"985","019550","SBI인베스트먼트","KOSDAQ","금융",1725,40,2.37,279564841875
"986","950110","SBI핀테크솔루션즈","KOSDAQ","출판·매체복제",9030,300,3.44,217153801200
"987","046140","SBS콘텐츠허브","KOSDAQ","오락·문화",7070,-40,-0.56,151747333850
"988","036120","SCI평가정보","KOSDAQ","기타서비스",4500,10,0.22,1.5975e+11
"989","099220","SDN","KOSDAQ","유통",2935,-65,-2.17,141404525590
"990","036540","SFA반도체","KOSDAQ","반도체",7860,-150,-1.87,1292657981580
"991","255220","SG","KOSDAQ","비금속",1900,20,1.06,70552711400
"992","040610","SG&G","KOSDAQ","운송장비·부품",2740,175,6.82,93398917040
"993","049470","SGA","KOSDAQ","소프트웨어",969,16,1.68,47299069281
"994","184230","SGA솔루션즈","KOSDAQ","소프트웨어",1360,25,1.87,52963302800
"995","016250","SGC이테크건설","KOSDAQ","건설",50700,-300,-0.59,80176118100
"996","307070","SK4호스팩","KOSDAQ","금융",2045,0,0,10552200000
"997","337450","SK5호스팩","KOSDAQ","금융",2080,5,0.24,8964800000
"998","340350","SK6호스팩","KOSDAQ","금융",2055,5,0.24,11734050000
